"Id","Name","Address","County","Country","Phone","Website","Activities","PersonResponsibleName","PersonResponsibleEmail","PersonResponsibleTelephone","Email","CompanyRegistrationNumber","CompanyRegisteredName","CompanyRegisteredAddress","CharityRegulationNumber","CHYNumber"
"1293","Irish Security Industry Association","Chase House, City Junction Business Park, Malahide Road, 17, Dublin","Dublin","Ireland","+353872229127",,"Industry body","Sarah O'Donnell","sarahodonnell@isia.ie","0872229127",,"36632","THE IRISH SECURITY INDUSTRY ASSOCIATION LIMITED","CHASE HOUSE MALAHIDE ROAD CITY JUNCTION BUSINESS PARK NORTHERN CROSS MALAHIDE ROAD",,
"1067","Irish Seed Savers Association","Capparoe, Scariff, Co Clare, Scariff, V94 V6W0, Clare","Clare","Ireland","061 921856/866","www.irishseedsavers.ie","Other (Biodiversity and Environmental)","Marrianne Cronin","marrianne@irishseedsavers.ie","061 921856",,"268004","IRISH SEED SAVERS ASSOCIATION LIMITED","CAPPAROE SCARIFF CO  CLARE ","13989",
"1048","Irish Senior Citizens Parliament","90 Fairview Strand, Dublin 3, Dublin, D03WK37, Dublin","Dublin","Ireland","01 8561243","www.seniors.ie","Other (Advocacy for and with older people to ensure adequate income, services and social inclusion)","Mairead Hayes","ceo@aeniors.ie","018561243",,"266802","IRISH SENIOR CITIZENS NATIONAL PARLIAMENT LIMITED","90 FAIRVIEW STRAND DUBLIN 3  ","NA","NA"
"266","Irish Skin Foundation","C/o The Charles Institute for Dermatology, University College Dublin, Belfield, Dublin, Dublin 4, Dublin","Dublin","Ireland","01 4866282","www.irishskinfoundation.ie","Health","David McMahon","davidmcmahon@irishskinfoundation.ie","0871360872",,,"Irish Skin Foundation","C/o Charles Institute for Dermatology, UCD, Belfield, Dublin 4","20078706","19949"
"221","Irish Small and Medium Enterprises Association","17 Kildare Street, Dublin 2, Dublin, 02 P766, Dublin","Dublin","Ireland","016622755","www.isme.ie","Industry body","Neil McDonnell","neil@isme.ie","01 662 2755",,,"ISME Ltd","17 Kildare Street, DUBLIN 2.",,
"1905","Irish Social Enterprise Network","c/o NorDubCo, Bea Orpen Building, DCU Campus, Glasnevin, DCU Campus, Glasnevin, Dublin, DUBLIN9, Dublin","Dublin","Ireland","+353872700369","http://www.socent.ie","Industry body","Chris Gordon","info@socent.ie","0872700369",,"525458","SOCENT COMPANY LIMITED BY GUARANTEE","THE BEA ORPEN BUILDING DUBLIN CITY UNIVERSITY COLLINS AVENUE EXTENSION GLASNEVIN, DUBLIN 9",,
"1943","Irish Society for Colitis and Crohn's Disease","Carmichael Centre, North Brunswick St, Dublin 7, Dublin, 7, Dublin","Dublin","Ireland","01-8721416","www.iscc.ie","Health","Bruno Lucas","info@iscc.ie","8721416",,"258516","IRISH SOCIETY FOR COLITIS AND CROHN'S COMPANY LIMITED BY GUARANTEE","CARMICHAEL CENTRE NORTH BRUNSWICK ST DUBLIN 7 ","CHY8088","CHY8088"
"791","Irish Society for the Prevention of Cruelty to Animals","ISPCA Head Office, National Animal Centre, Derryglogher Lodge, Keenagh, Longford","Longford","Ireland","0433325035","www.ispca.ie","Other (Animal welfare)","Dr Andrew Kelly","andrew.kelly@ispca.ie","0871688007",,"460571","THE IRISH SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS","ISPCA HEAD OFFICE NATIONAL ANIMAL CENTRE DERRYGLOGHER LODGE  KEENAGH, CO. LONGFORD","20008734","5619"
"430","Irish Society for the Prevention of Cruelty to Children","29 Lower Baggot Street, Dublin, 2, Dublin","Dublin","Ireland","01 6767960","www.ispcc.ie","Other (Support services for children, young people and parents)","Mary Nicholson","mnicholson@ispcc.ie","01 6767960",,,,,"15958","5102"
"366","Irish Society of Chartered Physiotherapists","RCSI, 121 St Stephens Green, Dublin, 2, Dublin","Dublin","Ireland","014022148","www.iscp.ie","Health","Ruaidhri O'Connor","ruaidhrioconnor@rcsi.ie","014022771",,,"Irish Society of Chartered Physiotherapists Ltd","Royal College of Surgeons, St Stephens Green, Dublin 2","N/A","N/A"
"1999","Irish Solar Energy Association","Unit 1B, Custom House Plaza, Harbour Master Place, IFSC, Dublin 1",,"Ireland","017919684","www.irishsolarenergy.org","Energy & Natural Resources","David Maguire","dmaguire@bnrg.ie","017917882",,,,,,
"1123","Irish Solar Energy Association","C/o Eversheds, One Earlsfort Centre, Earlsfort Terrace, Dublin 2, xxxxxx, Dublin","Dublin","Ireland","01 6644341","irishsolarenergy.org","Energy & Natural Resources","David Maguire","dmaguire@bnrg.ie","01 7917882",,,,,,
"358","Irish Sports Matters Ltd t/a the Federation of Irish Sport","Irish Sport HQ, National Sports Campus, Blanchardstown, 15, Dublin","Dublin","Ireland","01 6251155","www.irishsport.ie","Other (Representative Association for the NGBs of Sport and other not for profit sports organisations and agencies)","James Galvin","james.galvin@irishsport.ie","01 6251155",,"537179","IRISH SPORTS MATTERS LIMITED","IRISH SPORTS HQ NATIONAL SPORTS CAMPUS BLANCHARDSTOWN DUBLIN 15",,
"688","Irish Stock Exchange plc","28 Anglesea Street, Dublin 2, Dublin, 2, Dublin","Dublin","Ireland","016174200","www.ise.ie","Finance","John Higgins","john.higgins@ise.ie","01 6174260",,,,,,
"1072","Irish Tax Institute","South Block, Longboat Quay, Grand Canal Harbour, Dublin, 2, Dublin","Dublin","Ireland","01-6631700","www.taxinstitute.ie","Other (Educational)","Martin Lambe","mlambe@taxinstitute.ie","+353878599817",,"53699","IRISH TAXATION INSTITUTE","First Floor Offices South Block, Longboat Quay Grand Canal Harbour Dublin 2","2009533","5874"
"519","Irish Thoracic Society","Brookfield House, Brookfield Terrace, Blackrock, A94 Y6N2, Dublin","Dublin","Ireland","012833500","www.irishthoracicsociety.com","Health","Suzanne McCormack","suzannemccormack@irishthoracicsociety.com","012833500",,"462103","IRISH THORACIC SOCIETY LIMITED","BROOKFIELD HOUSE BROOKFIELD TERRACE BLACKROCK CO. DUBLIN","20065294","17510"
"446","Irish Thoroughbred Breeders' Association","Greenhills, Kill, Kildare","Kildare","Ireland","0868555055","www.itba.ie","Industry body","Mr Shane O'Dwyer","sodwyer@itba.ie","0868555055",,,,,,
"951","Irish Tourist Assistance Service","6-7 Hanover Street East, Dublin, 2, Dublin","Dublin","Ireland","00-6610562","www.itas.ie","Other (Offer assisstance to visitors to the country who vecome victims of crime)","Lisa Kennedy","lisakennedy@itas.ie","01-6610562",,"406419","IRISH TOURIST ASSISTANCE SERVICE","6-7 HANOVER STREET EAST DUBLIN 2  ",,"CHY16729"
"176","Irish Tourist Industry Confederation","Ground Floor, Unit 5, Sandyford Office Park, Dublin, D18 N7V7, Dublin","Dublin","Ireland","01-2934950","www.itic.ie","Industry body","Eoghan O'Mara Walsh","eoghan@itic.ie","01-2934950",,"75658","IRISH TOURIST INDUSTRY CONFEDERATION","GROUND FLOOR UNIT 5 SANDYFORD OFFICE PARK DUBLIN 18 ",,
"1408","Irish Travel Agents Association","8/9 Westmoreland Street, Dublin 2, D 02 nw2, Derry","Derry","Ireland","01 4179696","www.itaa.ie","Industry body","Jean Maxwell","jean@itaa.ie","01 4179696",,"34282","IRISH TRAVEL AGENTS ASSOCIATION LIMITED","4TH FLOOR 8-9 WESTMORELAND STREET DUBLIN 2 ",,
"696","Irish Triathlon Association","Unit 2E, Glencormack Business Park, Kilmacanogue, Kilmacanogue, A98 A6F9, Wicklow","Wicklow","Ireland","012741032","www.triathlonireland.com","Other (Sporting National Governing Body)","Chris Kitchen","chris@triathlonireland.com","012741032",,"351636","IRISH TRIATHLON ASSOCIATION LIMITED","UNIT E2 GLENCORMACK BUSINESS PARK KILMACANOGUE CO. WICKLOW",,
"607","Irish Turf Club","None, Curragh, Kildare","Kildare","Ireland","045445600","www.turfclub.ie","Other (Sports Regulation)","Denis Egan","denis.egan@turfclub.ie","045445600",,,,,,
"332","Irish Underwater Council","78a Patrick street, Dun Laoghaire, Dublin, Dublin","Dublin","Ireland","012844601","www.diving.ie","Other (Natioanl Governing Body of Underwater Sport)","Sinead Burke","secretary@diving.ie","01 2844601",,"196745","COMHAIRLE FO-THUINN - IRISH UNDERWATER COUNCIL","78A, PATRICK STREET D??N LOAGHAIRE CO. DUBLIN ",,
"931","Irish Universities Association","48 Merrion Square, Dublin, D02 PK02, Dublin","Dublin","Ireland","01-6764948","www.iua.ie","Other (Promote the development of education and research in Irish universities.)","Aidan Mullany","aidan.mullany@iua.ie","01-6764948",,,"Irish Universities Association","48 Merrion Square, Dublin 2",,"12359"
"553","Irish Vape Vendors Association","41 Pearse Street, Ballina, Mayo","Mayo","Ireland","0894600690",,"Industry body","Gillian Golden","admin@ivva.ie","0894600690",,,"IRISH VAPE VENDORS ASSOCIATION LIMITED","41 Pearse Street, Ballina, Co Mayo",,
"906","Irish Venture Capital Association","3 Rectory Slopes, Bray, Wicklow","Wicklow","Ireland","353 1 2764647","www.ivca.ie","Industry body","Regina Breheny","reginabreheny@ivca.ie","087 0517754",,,"The Irish Venture Capital Association Limited","William Fry Solicitors, Fitzwilton House, Wilton Place, Dublin 2",,
"433","Irish Warmblood Studbook Ltd","14 Carrowgar, Ogonnelloe, Scarriff, V94 TR52, Clare","Clare","Ireland","087-222-9701","www.irish-warmblood.com","Agribusiness","Thomas Reed","tom@irish-warmblood.com","087-827-4831",,"465817","IRISH WARMBLOOD STUDBOOK LIMITED","14 CARROWGAR OGONNELLOE SCARRIFF CO. CLARE",,
"1785","Irish Water","Colvill House, 24-26 Talbot Street, Dublin 1, Dublin, Dublin","Dublin","Ireland","01-8925000","www.water.ie","Energy & Natural Resources","Suzanne Collins","press@water.ie","0871458896",,"530363","IRISH WATER","COLVILL HOUSE 24/26 TALBOT STREET DUBLIN 1 ",,
"333","Irish Wheelchair Association (IWA)","Irish Wheelchair Association, Blackheath Drive, Clontarf, Dublin, D03AW62, Dublin","Dublin","Ireland","01 818 6400","www.iwa.ie","Other (Service Provider)","Joan Carthy","joan.carthy@iwa.ie","018186497",,"352483","I.W.A. COMPANY LIMITED BY GUARANTEE","ARAS CHUCHULAIN BLACKHEATH DRIVE CLONTARF DUBLIN 3","CHY5393","CHY5393"
"892","Irish Wildlife Trust CLG.","Sigmund Business Centre, 93A Lagan Road, Glasnevin, Dublin 11, Dublin","Dublin","Ireland","+35318602839","www.iwt.ie","Other (Conservation of wildlife and the habitats upon which it depends throughout Ireland.)","Peter Cuffe","iwtsecretary@gmail.com","+353872542630",,"85061","IRISH WILDLIFE TRUST COMPANY LIMITED BY GUARANTEE","SIGMUND BUSINESS CENTRE, 93A, LAGAN ROAD, DUBLIN INDUSTRIAL ESTATE, GLASNEVIN, DUBLIN 11.","20010966","6264"
"342","Irish Wind Energy Association","Sycamore House, Milennium Business Park, Osberstown, Naas, W91 D627, Kildare","Kildare","Ireland","045899341","www.iwea.com","Energy & Natural Resources","Gary Healy","adam@iwea.com","045899341",,"352773","IWEA COMPANY LIMITED BY GUARANTEE","SYCAMORE HOUSE MILLENIUM PARK, OBERSTOWN, NAAS CO.KILDARE",,
"383","Irving Oil Whitegte Refinery Ireland","Whitegate, Midleton, P25 HD93, Cork","Cork","Ireland","0877982049",,"Energy & Natural Resources","Mike King","mike.king@irvingoil.com","0877982049",,,"Irving Oil Whitegate Holdings LIMITED","70 Sir John Rogerson's Quay, Dublin 2, Ireland",,
"1434","IS&WFPO Ltd.","The Pier, Castletownbere, Beara, ROI, Cork","Cork","Ireland","0862360001","www.irishsouthandwest.ie","Other (Fish Producers Organisation)","PATRICK MURPHY","southwest@eircom.net","0862360001",,,"IS&WFPO Ltd.","The Pier",,
"1133","ISC Intelligence in Science","14b Rue de la Science, Brussels, 1040",,"Belgium","+32494346040","www.iscintelligence.com","Other (Science programme management)","Declan KIRRANE","declan.kirrane@iscintelligence.com","+32494346040",,,,,,
"563","ITFMA","Derryvally, Ballybay, Monaghan","Monaghan","Ireland","0035342974861","itfma.ie","Construction","Peter McCaughey","Peter.McCaughey@ijmtimberframe.com","04771711",,"290680","IRISH TIMBER FRAME MANUFACTURERS ASSOCIATION LIMITED","DERRYVALLY BALLYBAY CO. MONAGHAN ",,
"922","ITMAC - Irish Tobacco Manufacturers' Advisory Committee","The Greenhouse, 6th floor, Block E, Mountainview, Leopardstown, Dublin, D18, Dublin","Dublin","Ireland","0872717241","http://www.itmac.ie/","Industry body","Martina Branconi","martina_branconi@bat.com","0872717241",,,,,,
"1932","ITOA - Incoming Tour Operators Association Ireland","PO Box 65, Bray, Co Wicklow, Bray, Wicklow","Wicklow","Ireland","012861113","www.itoa-ireland.com","Industry body","Ruth Andrews","randrews@itoa-ireland.com","012861113",,,,,,
"1254","Its Good 2 Talk Counselling & Support Service Limited","Block B, Old County Council Buildings, Spawell Road, 0000, Wexford","Wexford","Ireland","053 91 26596","www.itsgood2talk.com","Other (Counselling & Support for the Wexford Community)","Bernadette Quinn Fahy","ber.maxboley@gmail.com","086 1550115",,,"It's Good 2 Talk Counselling Psychotherapy Support Services Limited","Block B, Old county Council Buildings, Spawell Road, Wexford.","Chy 20982","20982"
"1603","J.O.S Solicitors","Gray Office Park, Headford Road, Galway City, Galway","Galway","Ireland","091 511 460/ 01 482 6931","www.jossolicitors.ie","Other (Law & Lobbying)","Jason O' Sullivan","jason@jossolicitors.ie","091 511 460/ 01 482 6931",,,"J.O.S Solicitors","Gray Office Park, Headford Road, Galway.",,
"1627","James McCarthy","Noizay",,"France","Not published",,"Other (Lobbying against rezoning of land in the Rosshill area of Galway City Development Plan 2017 2023)",,"ocmac@yahoo.com",,,,,,,
"1387","James Mooney","86 Jamestown Road, Inchicore, Dublin 8, Dublin, DO8 YK24, Dublin","Dublin","Ireland","0872456677",,"Construction",,"jmooney@tribeach.com",,,,,,,
"1570","Jan van Dijk","Mill House, Mill Street, Dundalk, A91XTF7, Louth","Louth","Ireland","+353429354466",,"Construction",,"jvandijk@vandijkarchitects.com",,,,,,,
"289","Jane Doyle","71 Carysfort Avenue, Blackrock, A94Y3YO, Dublin","Dublin","Ireland","+87 6263918",,,,"janedoyle71@gmail.com",,,,,,,
"976","Janssen Biologics (Ireland)","Barnahely, Ringaskiddy, Cork","Cork","Ireland","0214973204",,"Manufacturing","john fenton","jfento@its.jnj.com","0214973204",,"391741","JANSSEN BIOLOGICS (IRELAND)","BARNAHELY, RINGASKIDDY, CO. CORK. ",,
"481","Janssen Cilag Ltd","Airton Road, Tallaght, Dublin","Dublin","Ireland","+ 353 14665200","www.janssen.ie","Health","Conor Sweeney","csweene4@its.jnj.com","+353 860886972",,,,,,
"1908","Janssen Sciences Ireland UC","Eastgate Village, Eastgate, Little Island, Cork","Cork","Ireland","+ 353 21-4673500","www.janssen.ie","Manufacturing","Conor Sweeney","csweene4@its.jnj.com","0860886972",,"472372","JANSSEN SCIENCES IRELAND UC","EASTGATE VILLAGE EASTGATE LITTLE ISLAND CO. CORK",,
"1534","Japanese Knotweed Ireland Ltd","Granig, Minane bridge, Cork, Cork, Cork","Cork","Ireland","0874574112","www.japaneseknotweedireland.ie","Other (Control and treatment of Invasive Non Native Plant species in Ireland)","David Hyde","david@japaneseknotweedireland.ie","0874574112",,"568857","JAPANESE KNOTWEED IRELAND LIMITED","GRANIG MINANE BRIDGE CO. CORK ",,
"1911","JCDecaux Ireland Ltd","6 Sandyford Park, Burton Hall Road, Dublin, D18 AT28, Dublin","Dublin","Ireland","01 295 8170","www.jcdecaux.ie","Other (Outdoor media and funding public services via advertising)","Joanne Grant","joanne.grant@jcdecaux.ie","+447968122084",,"318760","JCDECAUX IRELAND LIMITED","6 SANDYFORD PARK BURTON HALL ROAD LEOPARDSTOWN DUBLIN 18.",,
"44","Jesuit Centre for Faith and Justice","26 Sherrard Street Upper, Dublin, 1, Dublin","Dublin","Ireland","018556814","www.jcfj.ie","Other (Public awareness on social justice issues, social research, theological reflection, advocacy/lobbying)","Eoin Carroll","ecarroll@jcfj.ie","018556814",,,"Jesuit Centre for Faith and Justice","26 Sherrard Street Upper, Dublin 1","CHY6965","6965"
"744","Jim Leyden","Cloverhill, Ballybride Road, Rathmichael, Dublin, D18K7H9, Dublin","Dublin","Ireland","0868188888",,"Other (homeowner)",,"jiml@bizquip.ie",,,,,,,
"1984","Jim Long","43 Pine tree Close, Ballinacurra Gardens, Limerick, V947PM7, Limerick","Limerick","Ireland","0851529902",,"Lobbying",,"jameslongmo@yahoo.ie",,,,,,,
"1016","Jim O'Donohoe","Donabate, Dublin","Dublin","Ireland","0863694316",,"Other (Retired lecturer)",,"jimodonohoe35@gmail.com",,,,,,,
"210","Jim Walsh","36 The Drive, Millbrook Lawns, Tallaght, Dublin, 24, Dublin","Dublin","Ireland","08972541700",,"Lobbying",,"jim@walshpr.ie",,,,,,,
"1894","Jimmy McGettigan","Culmore, Derry, Derry","Derry","United Kingdom","Not published",,"Other (Management of rental properties)",,"culmoremagim@gmail.com",,,,,,,
"1209","JKP Nursing Home Ltd. T/A Altadore nursing home","Upper Glenageary Road, Glenageary, Dublin","Dublin","Ireland","01-2807551","www.altadorenursinghome.ie","Health","James O Reilly","admin@altadorenursinghome.ie","0872801166",,"483964","JKP NURSING HOME LIMITED","ALTADORE NURSING HOME UPPER GLENAGEARY ROAD GLENAGEARY CO. DUBLIN",,
"627","JKS Communications","Denshaw House, 121 Baggot Street Lower, Co Dublin, Duboin, D02FD45, Dublin","Dublin","Ireland","086 9174239","www.jkscommunications.ie","Other (public affairs, advoacy and single issue campaigns)","Jimmy Smyth","jsmyth@jkscommunications.ie","086 9174239",,"507938","JKS COMMUNICATIONS LIMITED","DENSHAW HOUSE 121 LOWER BAGGOT STREET DUBLIN 2 ",,
"1372","Jobcare","The Exchange, 50 Gardiner Street Lower, Dublin, D01 VC03, Dublin","Dublin","Ireland","0876370932","www.jobcare.ie","Other (Charitable services for long-term unemployed people)","Paul Mooney","paul@jobcare.ie","0876370932",,"215563","JOBCARE","THE EXCHANGE 50 GARDINER STREET LOWER DUBLIN 1 ","20030643","11301"
"552","Joe Bonner Planning","127 Lower Baggot Street, Dublin 2, Dublin, 2, Dublin","Dublin","Ireland","0877509637","www.joebonerplanning.ie","Other (Town Planning Consultant)","Joe Bonner","info@joebonnerplanning.ie","0877509637",,,"Joe Bonner Town Planning Consultant","22 Kingshall, Cahpelizod, Dublin 20",,
"1029","Joe Corbett","Spancilhill, Ennis, V95 A0HP, Clare","Clare","Ireland","087 2682594",,"Lobbying",,"joecorbettclare@gmail.com",,,,,,,
"1850","John Buttery","Lisready, Loughill, V94E2K7, Limerick","Limerick","Ireland","0879888326",,"Other (Private Citizen)",,"jgabuttery@gmail.com",,,,,,,
"1237","John Doyle","4 dargle Court Apt, Greenpark Road, Bray, Wicklow","Wicklow","Ireland","0879530443",,"Other (Disability Activist)",,"darglecourt@gmail.com",,,,,,,
"829","John Ellis","15 College Green, Dublin City, Dublin, Dublin","Dublin","Ireland","087 6793561",,"Communications/Electronics",,"john@johnellis.ie",,,,,,,
